"id","country_id","name","name_en","acase_code","del","ResortFeeRu","ResortFeeEn"
"2244","22","Арльберг","Arlberg","0","0",NULL,NULL
"2247","22","Циллерталь","Zillertal","0","0",NULL,NULL
"2250","22","Китцбюэльские Альпы","Kitzbühel Alps","0","0",NULL,NULL
"2253","22",,"Mühlviertel","0","0",NULL,NULL
"2256","10",,"Lake Zurich","0","0",NULL,NULL
"2259","10",,"Schweizer Mittelland","0","0",NULL,NULL
"2262","37",,"Flemish Ardennes","0","0",NULL,NULL
"2265","31","Южная Богемия","South Bohemia","0","0",NULL,NULL
"2268","31","Пльзень","Pilsen","0","0",NULL,NULL
"2271","61","Закинф","Zakynthos","0","0",NULL,NULL
"2274","13","Балтийское море","Baltic Sea","0","0",NULL,NULL
"2277","37",,"Mons","0","0",NULL,NULL
"2280","13","Узедом","Usedom","0","0",NULL,NULL
"2283","13",,"Chiemgau","0","0",NULL,NULL
"2286","147",,"Red Lands","0","0",NULL,NULL
"2289","61","Кефалония","Kefalonia","0","0",NULL,NULL
"2292","147","Капеллен","Capellen","0","0",NULL,NULL
"2295","147",,"Redange","0","0",NULL,NULL
"2298","23","Побережье Сорренто","Sorrento Coast","0","0",NULL,NULL
"2301","23","Саленто","Salento","0","0",NULL,NULL
"2304","23","Побережье Амальфи","Amalfi Coast","0","0",NULL,NULL
"2307","24","Корнуолл","Cornwall","0","0",NULL,NULL
"2310","24",,"Cumberland","0","0",NULL,NULL
"2313","24","Девон","Devon","0","0",NULL,NULL
"2316","24","Ноттингемшир","Nottinghamshire","0","0",NULL,NULL
"2319","24","Сомерсет","Somerset","0","0",NULL,NULL
"2322","24",,"Shetland","0","0",NULL,NULL
"2325","24","Англия","England","0","0",NULL,NULL
"2328","24","Лестершир","Leicestershire","0","0",NULL,NULL
"2331","147",,"Sud","0","0",NULL,NULL
"2334","206",,"St Martin","0","0",NULL,NULL
"2337","13",,"Spitzingsee","0","0",NULL,NULL
"2340","61","Греческие острова","Greek Islands","0","0",NULL,NULL
"2343","23","Ольястра","Ogliastra","0","0",NULL,NULL
"2346","23","Чиленто","Cilento","0","0",NULL,NULL
"2349","35","Побережье Алании","Alanya Coast","0","0",NULL,NULL
"2352","35",,"Antalya","0","0",NULL,NULL
"2355","23",,"Iblei","0","0",NULL,NULL
"2358","13",,"Vogtland","0","0",NULL,NULL
"2361","61",,"Plaka","0","0",NULL,NULL
"2364","23","Гарфаньяна","Garfagnana","0","0",NULL,NULL
"2367","23",,"Lucca","0","0",NULL,NULL
"2370","13","Зюльт","Sylt","0","0",NULL,NULL
"2373","37","Антверпен","Antwerpen Province","0","0",NULL,NULL
"2376","23","Ривьера Романьола","Romagna","0","0",NULL,NULL
"2379","23","Озеро Лугано","Lake Lugano","0","0",NULL,NULL
"2382","13",,"Steigerwald","0","0",NULL,NULL
"2385","13",,"Osnabrücker Land","0","0",NULL,NULL
"2388","28",,"Rijk van Nijmegen","0","0",NULL,NULL
"2391","13",,"Ostalp","0","0",NULL,NULL
"2394","13",,"Fichtelgebirge","0","0",NULL,NULL
"2397","13","Тегернзе","Tegernsee","0","0",NULL,NULL
"2400","157",,"Malta","0","0",NULL,NULL
"2403","28",,"Region Arnhem Nijmegen","0","0",NULL,NULL
"2406","13",,"Bavarian Forest","0","0",NULL,NULL
"2409","13","Франкония","Franconia","0","0",NULL,NULL
"2412","13",,"Franconian Lake District","0","0",NULL,NULL
"2415","22","Питцталь","Pitztal","0","0",NULL,NULL
"2418","13","Боденское озеро (Констанц)","Lake Constance","0","0",NULL,NULL
"2421","23","Чинкве-Терре","Cinque Terre","0","0",NULL,NULL
"2424","13",,"Ore Mountains","0","0",NULL,NULL
"2427","13",,"Upper Palatinate Forest","0","0",NULL,NULL
"2430","147",,"Gutland","0","0",NULL,NULL
"2433","25","Люблинское воеводство","Lubelskie","0","0",NULL,NULL
"2436","55","Истрия","Istria","0","0",NULL,NULL
"2439","55","Далмация","Dalmatia","0","0",NULL,NULL
"2442","37",,"High Fens","0","0",NULL,NULL
"2445","27","Гомера","La Gomera","0","0",NULL,NULL
"2448","13",,"Fischland-Darß-Zingst","0","0",NULL,NULL
"2451","13",,"Neuschwanstein","0","0",NULL,NULL
"2454","34","Трансильвания","Transylvania","0","0",NULL,NULL
"2457","6","Рига","Riga","0","0",NULL,NULL
"2460","7","Вильнюс","Vilnius county","0","0",NULL,NULL
"2463","7","Клайпеда","Klaipeda county","0","0",NULL,NULL
"2466","7","Каунас","Kaunas county","0","0",NULL,NULL
"2469","5",,"South Estonia","0","0",NULL,NULL
"2472","5",,"North Estonia","0","0",NULL,NULL
"2475","5","Вырумаа","Võrumaa","0","0",NULL,NULL
"2478","5",,"Lake Peipus","0","0",NULL,NULL
"2481","10","Энгадин","Engadin","0","0",NULL,NULL
"2484","55","Окрестности Сплита","Split Region","0","0",NULL,NULL
"2487","55",,"Sibenik","0","0",NULL,NULL
"2490","55","Задар","Zadar","0","0",NULL,NULL
"2493","55",,"Kvarner","0","0",NULL,NULL
"2496","13",,"Rostock","0","0",NULL,NULL
"2499","13",,"Ulm","0","0",NULL,NULL
"2502","61","Эпир","Epirus","0","0",NULL,NULL
"2505","55",,"Zagreb","0","0",NULL,NULL
"2508","13","Бергштрасе","Bergstraße","0","0",NULL,NULL
"2511","10",,"Bernese Jura/Neuchatel","0","0",NULL,NULL
"2514","10",,"Aargau / Basel region","0","0",NULL,NULL
"2517","25","Горный хребет Высокий Есеник","Jeseniky Mountain","0","0",NULL,NULL
"2520","25",,"Poznan","0","0",NULL,NULL
"2523","25",,"Karkonosze","0","0",NULL,NULL
"2526","10",,"St. Moritz Region","0","0",NULL,NULL
"2529","13","Кимзее","Chiemsee","0","0",NULL,NULL
"2532","61","Сирос","Syros","0","0",NULL,NULL
"2535","61","Кос","Kos","0","0",NULL,NULL
"2538","13","Верхняя Бавария","Upper Bavaria","0","0",NULL,NULL
"2541","22",,"East Tyrol","0","0",NULL,NULL
"2544","22",,"Großglockner-Grossvenediger","0","0",NULL,NULL
"2547","31","Крконоше","Krkonose","0","0",NULL,NULL
"2550","22","Брегенцервальд","Bregenzerwald","0","0",NULL,NULL
"2553","31","Моравия и Силезия","Moravia-Silesia","0","0",NULL,NULL
"2556","22",,"Spa destinations","0","0",NULL,NULL
"2559","147",,"Upper-Sure","0","0",NULL,NULL
"2562","13",,"Kempten","0","0",NULL,NULL
"2565","25","Труймясто","Tricity","0","0",NULL,NULL
"2568","23",,"Pontine","0","0",NULL,NULL
"2571","22",,"Castels and Fortresses","0","0",NULL,NULL
"2574","40",,"Faro District","0","0",NULL,NULL
"2577","40",,"Braga District","0","0",NULL,NULL
"2580","40",,"Viana do Castelo District","0","0",NULL,NULL
"2583","40",,"Castelo Branco District","0","0",NULL,NULL
"2586","40",,"Coimbra District","0","0",NULL,NULL
"2589","40",,"Santarém District","0","0",NULL,NULL
"2592","40",,"Porto District","0","0",NULL,NULL
"2595","40",,"Aveiro District","0","0",NULL,NULL
"2598","40",,"Lisboa District","0","0",NULL,NULL
"2601","40",,"Evora District","0","0",NULL,NULL
"2604","40",,"Beja District","0","0",NULL,NULL
"2607","40",,"Setúbal District","0","0",NULL,NULL
"2610","27",,"European Beach Destinations","0","0",NULL,NULL
"2613","22",,"Vienna surrounding","0","0",NULL,NULL
"2616","40","Серра-да-Эштрела","Serra da Estrela","0","0",NULL,NULL
"2619","22",,"Zillertal Arena","0","0",NULL,NULL
"2622","22","Эцталь","Ötztal","0","0",NULL,NULL
"2625","11",,"Périgord","0","0",NULL,NULL
"2628","11",,"Quercy","0","0",NULL,NULL
"2631","11","Пиренеи","Pyrénées","0","0",NULL,NULL
"2634","22","Вольфгангзе","Wolfgangsee","0","0",NULL,NULL
"2637","22",,"Linz Land","0","0",NULL,NULL
"2640","25","Свентокшиское воеводство","Swietokrzyskie","0","0",NULL,NULL
"2643","40",,"Viseu district","0","0",NULL,NULL
"2646","13",,"Rothenburg Land","0","0",NULL,NULL
"2649","11",,"Calais Coquelles","0","0",NULL,NULL
"2652","23",,"Reschenpass","0","0",NULL,NULL
"2655","13",,"Vulkan Eifel","0","0",NULL,NULL
"2658","13",,"Trier","0","0",NULL,NULL
"2661","22","Штубайталь","Stubaital","0","0",NULL,NULL
"2664","22","Озера Каринтии","Carinthian Lakes","0","0",NULL,NULL
"2667","40",,"Leiria District","0","0",NULL,NULL
"2670","10",,"Interlaken Region","0","0",NULL,NULL
"2673","13","Кляйнвальзерталь","Kleinwalsertal","0","0",NULL,NULL
"2676","28",,"Achterhoek","0","0",NULL,NULL
"2679","22","Зеефельд","Seefeld Plateau","0","0",NULL,NULL
"2682","61","Тинос","Tinos","0","0",NULL,NULL
"2685","11",,"Disneyland","0","0",NULL,NULL
"2688","175","Мёре-ог-Ромсдал","Møre og Romsdal","0","0",NULL,NULL
"2691","175",,"Dovre","0","0",NULL,NULL
"2694","175","Тромс","Troms","0","0",NULL,NULL
"2697","175",,"Rondane","0","0",NULL,NULL
"2700","175","Эстфолл","Østfold","0","0",NULL,NULL
"2703","175","Вестфолл","Vestfold","0","0",NULL,NULL
"2706","175","Хедмарк","Hedmark","0","0",NULL,NULL
"2709","175","Финнмарк","Finnmark","0","0",NULL,NULL
"2712","11","Дефанс","La Défense","0","0",NULL,NULL
"2715","130","Лимасол","Limassol Region","0","0",NULL,NULL
"2718","40",,"Portalegre District","0","0",NULL,NULL
"2721","23","Ривьера-делле-Пальме","Riviera delle Palme","0","0",NULL,NULL
"2724","23","Ривьера-дей-Фьори","Riviera dei Fiori","0","0",NULL,NULL
"2727","11",,"Dordogne","0","0",NULL,NULL
"2730","25","Любушское воеводство","Lubuskie","0","0",NULL,NULL
"2733","24","Линкольншир","Lincolnshire","0","0",NULL,NULL
"2736","24","Дербишир","Derbyshire","0","0",NULL,NULL
"2739","24","Нортгемптоншир","Northamptonshire","0","0",NULL,NULL
"2742","24","Чешир","Cheshire","0","0",NULL,NULL
"2745","24","Хартфордшир","Hertfordshire","0","0",NULL,NULL
"2748","130",,"Protaras","0","0",NULL,NULL
"2751","23","Мугелло","Mugello","0","0",NULL,NULL
"2754","23","Берег Этрусков","Etruscan Coast","0","0",NULL,NULL
"2757","61","Ретимно","Rethymno","0","0",NULL,NULL
"2760","40",,"Distrito de Bragança","0","0",NULL,NULL
"2763","25","Регион Закопане","Zakopane Region","0","0",NULL,NULL
"2766","35","Турецкая Ривьера","Turkish Riviera","0","0",NULL,NULL
"2769","25",,"Krakow Region","0","0",NULL,NULL
"2772","61","Ханья","Chania","0","0",NULL,NULL
"2775","13",,"North Sea Coast Germany","0","0",NULL,NULL
"2778","61",,"Mediterranean sea","0","0",NULL,NULL
"2781","55","остров Крк","Krk Island","0","0",NULL,NULL
"2784","55","Брач","Brac Island","0","0",NULL,NULL
"2787","55","Остров Хвар","Hvar Island","0","0",NULL,NULL
"2790","55","Корчула","Korcula Island","0","0",NULL,NULL
"2793","22",,"Hiking destinations","0","0",NULL,NULL
"2796","22",,"Tyrol West","0","0",NULL,NULL
"2799","31","Пардубицкий край","Pardubice Region","0","0",NULL,NULL
"2802","34",,"Muntenia","0","0",NULL,NULL
"2805","34",,"Banat","0","0",NULL,NULL
"2808","34",,"Moldova","0","0",NULL,NULL
"2811","10","Давос","Davos","0","0",NULL,NULL
"2814","61","Центральный Крит","Central Crete","0","0",NULL,NULL
"2817","217","Низкие Татры","Low Tatra","0","0",NULL,NULL
"2820","217","Кошицкий край","Košický kraj","0","0",NULL,NULL
"2823","217","Высокие Татры","High Tatras","0","0",NULL,NULL
"2826","217","Братиславский край","Bratislavský kraj","0","0",NULL,NULL
"2829","40",,"Guarda district","0","0",NULL,NULL
"2832","61",,"Greater Athens Area","0","0",NULL,NULL
"2835","13",,"Swabian Forest","0","0",NULL,NULL
"2838","13",,"Swabian Alps","0","0",NULL,NULL
"2841","13",,"Markgräflerland","0","0",NULL,NULL
"2844","13",,"High Rhine","0","0",NULL,NULL
"2847","13",,"Paderborner Land","0","0",NULL,NULL
"2850","13",,"Brunswick Land","0","0",NULL,NULL
"2853","13",,"Thuringian Forest","0","0",NULL,NULL
"2856","13",,"Waldecker Land","0","0",NULL,NULL
"2859","13",,"Odenwald","0","0",NULL,NULL
"2862","13",,"Bay of Kiel","0","0",NULL,NULL
"2865","13",,"Westerwald","0","0",NULL,NULL
"2868","13",,"Rhenish Hesse","0","0",NULL,NULL
"2871","13","Нижняя Бавария","Lower Bavaria","0","0",NULL,NULL
"2874","13",,"Bavarian Swabia","0","0",NULL,NULL
"2877","13",,"Rhön","0","0",NULL,NULL
"2880","13",,"Franconian Forest","0","0",NULL,NULL
"2883","13","Мекленбургское поозёрье","Mecklenburg Lake District","0","0",NULL,NULL
"2886","13",,"Mecklenburg Switzerland","0","0",NULL,NULL
"2889","61",,"Thessaloniki surroundings","0","0",NULL,NULL
"2892","147",,"Ardennes Luxembourg","0","0",NULL,NULL
"2895","55","Лошинь","Lošinj Island","0","0",NULL,NULL
"2898","13",,"East Frisia","0","0",NULL,NULL
"2901","27",,"Huesca","0","0",NULL,NULL
"2904","27",,"Sierra Nevada","0","0",NULL,NULL
"2907","23","Изумрудный берег","Emerald Coast","0","0",NULL,NULL
"2910","5","Ляэнемаа","Läänemaa","0","0",NULL,NULL
"2913","5","Ляэне-Вирумаа","Lääne-Virumaa","0","0",NULL,NULL
"2916","5","Пярнумаа","Pärnumaa","0","0",NULL,NULL
"2919","5",,"Raplamaa","0","0",NULL,NULL
"2922","5","Ярвамаа","Järvamaa","0","0",NULL,NULL
"2925","5","Ида-Вирумаа","Ida-Virumaa","0","0",NULL,NULL
"2928","5","Йыгевамаа","Jõgevamaa","0","0",NULL,NULL
"2931","5","Тартумаа","Tartumaa","0","0",NULL,NULL
"2934","5","Пылвамаа","Põlvamaa","0","0",NULL,NULL
"2937","5","Валгамаа","Valgamaa","0","0",NULL,NULL
"2940","5","Вильяндимаа","Viljandimaa","0","0",NULL,NULL
"2943","5","Хийумаа","Hiiumaa","0","0",NULL,NULL
"2946","5","Сааремаа","Saaremaa","0","0",NULL,NULL
"2949","6",,"Aizkraukle Municipality","0","0",NULL,NULL
"2952","6",,"Aluksne Municipality","0","0",NULL,NULL
"2955","6",,"Balvi Municipality","0","0",NULL,NULL
"2958","6",,"Bauskas","0","0",NULL,NULL
"2961","6","Цесисский район","Cesu Municipality","0","0",NULL,NULL
"2964","6","Даугавпилсский край","Daugavpils Municipality","0","0",NULL,NULL
"2967","6",,"Dobele Municipality","0","0",NULL,NULL
"2970","6",,"Gulbene Municipality","0","0",NULL,NULL
"2973","6",,"Jekabpils Municipality","0","0",NULL,NULL
"2976","6",,"Jelgava Municipality","0","0",NULL,NULL
"2979","6",,"Kraslava Municipality","0","0",NULL,NULL
"2982","6",,"Kuldiga Municipality","0","0",NULL,NULL
"2985","6","Лиепайский район","Liepaja Municipality","0","0",NULL,NULL
"2988","6",,"Limbazi Municipality","0","0",NULL,NULL
"2991","6",,"Ludza Municipality","0","0",NULL,NULL
"2994","6",,"Ogre Municipality","0","0",NULL,NULL
"2997","6",,"Preili Municipality","0","0",NULL,NULL
"3000","6",,"Rezekne Municipality","0","0",NULL,NULL
"3003","6",,"Saldus Municipality","0","0",NULL,NULL
"3006","6",,"Talsi Municipality","0","0",NULL,NULL
"3009","6",,"Tukums Municipality","0","0",NULL,NULL
"3012","6",,"Valka Municipality","0","0",NULL,NULL
"3015","6",,"Ventspils Municipality","0","0",NULL,NULL
"3018","6","Рижский залив","Gulf of Riga","0","0",NULL,NULL
"3021","11",,"Bordeaux - Clermont Ferrand","0","0",NULL,NULL
"3024","11",,"Lyon -Marseille","0","0",NULL,NULL
"3027","11",,"Clermont Ferrand - Bordeaux","0","0",NULL,NULL
"3030","61","Западный Крит","West Crete","0","0",NULL,NULL
"3033","61",,"East Crete","0","0",NULL,NULL
"3036","23","Базиликата","Basilicata","0","0",NULL,NULL
"3039","27",,"Ceuta & Melilla","0","0",NULL,NULL
"3042","217","Трнавский край","Trnavský kraj","0","0",NULL,NULL
"3045","217","Липтов","Liptov","0","0",NULL,NULL
"3048","217","Банскобистрицкий край","Banskobystrický kraj","0","0",NULL,NULL
"3051","66",,"Greater Ljubljana","0","0",NULL,NULL
"3054","66","Юлийские Альпы","Julian Alps","0","0",NULL,NULL
"3057","66","Гореньска (Верхняя Крайна)","Gorenjska","0","0",NULL,NULL
"3060","66","Помурье","Pomurje","0","0",NULL,NULL
"3063","66","Корушка","Carinthia","0","0",NULL,NULL
"3066","66","Внутренняя Крайна","Notranjska","0","0",NULL,NULL
"3069","66","Нижняя Крайна","Dolenjska (Lower Carniola)","0","0",NULL,NULL
"3072","66","Горишка и Карст","Goriska and Karst","0","0",NULL,NULL
"3075","23",,"Caserta Area","0","0",NULL,NULL
"3078","61",,"Leros","0","0",NULL,NULL
"3081","61",,"Patra & Surroundings","0","0",NULL,NULL
"3084","61",,"Delphi","0","0",NULL,NULL
"3087","66","Штирия","Styria","0","0",NULL,NULL
"3090","55","Остров Млет","Mljet Island","0","0",NULL,NULL
"3093","13",,"Spreewald","0","0",NULL,NULL
"3096","147","Гревенмахер","Grevenmacher","0","0",NULL,NULL
"3099","23",,"Old Treviso Area","0","0",NULL,NULL
"3102","23",,"Brescia Area","0","0",NULL,NULL
"3105","23",,"Parma","0","0",NULL,NULL
"3108","61","Патмос","Patmos","0","0",NULL,NULL
"3111","61","Лесбос","Lesvos","0","0",NULL,NULL
"3114","40",,"Vila Real district","0","0",NULL,NULL
"3117","13",,"Fehmarn","0","0",NULL,NULL
"3120","23",,"Valle dei Templi","0","0",NULL,NULL
"3123","23",,"Procida Island","0","0",NULL,NULL
"3126","61",,"Thessalia (for supply target only)","0","0",NULL,NULL
"3129","61",,"Sporades","0","0",NULL,NULL
"3132","25","Варминско-Мазурское воеводство","Warmia-Masuria","0","0",NULL,NULL
"3135","25","Подляское воеводство","Podlaskie","0","0",NULL,NULL
"3138","25","Куявско-Поморское воеводство","Kuyavian-Pomeranian","0","0",NULL,NULL
"3141","25","Опольское воеводство","Opolskie","0","0",NULL,NULL
"3144","25","Подкарпатское воеводство","Podkarpackie","0","0",NULL,NULL
"3147","61","Сифнос","Sifnos","0","0",NULL,NULL
"3150","35",,"Istanbul surroundings","0","0",NULL,NULL
"3153","61",,"Agia Pelagia","0","0",NULL,NULL
"3156","66","Словенская Истрия","Slovenian Istria","0","0",NULL,NULL
"3159","13",,"Saxon Switzerland","0","0",NULL,NULL
"3162","40","Пенеда-Жереш","Peneda-Gerês National Park","0","0",NULL,NULL
"3165","40",,"Distrito de Portimão","0","0",NULL,NULL
"3168","40",,"Sintra Region","0","0",NULL,NULL
"3171","40",,"Pousadas de Bragança","0","0",NULL,NULL
"3174","159",,"French West Indies","0","0",NULL,NULL
"3177","215",,"West Indies","0","0",NULL,NULL
"3180","40","Архипелаг Мадейра","Madeira Islands","0","0",NULL,NULL
"3183","13",,"Lake Starnberger","0","0",NULL,NULL
"3186","11",,"Mont Saint Michel","0","0",NULL,NULL
"3189","37",,"Oost Kantons","0","0",NULL,NULL
"3192","61","Милос","Milos","0","0",NULL,NULL
"3195","23","Брианца","Brianza","0","0",NULL,NULL
"3198","13","Европа-парк","Europa-Park","0","0",NULL,NULL
"3201","13",,"Taunus","0","0",NULL,NULL
"3204","19","Флорида-Кис","Florida Keys","0","0",NULL,NULL
"3207","59",,"Lake Neusiedl","0","0",NULL,NULL
"3210","19",,"Manhattan","0","0",NULL,NULL
"3213","19",,"The Keys","0","0",NULL,NULL
"3216","37",,"Hoge Kempen","0","0",NULL,NULL
"3219","19",,"Dallas - Fort Worth Metropolitan Area","0","0",NULL,NULL
"3222","23",,"Stromboli","0","0",NULL,NULL
"3225","37",,"Mijnstreek","0","0",NULL,NULL
"3228","37",,"Haspengouw","0","0",NULL,NULL
"3231","13",,"Hockenheim Ring","0","0",NULL,NULL
"3234","13",,"Potsdam","0","0",NULL,NULL
"3237","13",,"Weser Uplands","0","0",NULL,NULL
"3240","13",,"Franconian Switzerland","0","0",NULL,NULL
"3243","19",,"Orlando Metropolitan Area","0","0",NULL,NULL
"3246","19","Диснейуорлд Орландо","Disney World Area","0","0",NULL,NULL
"3249","23","Побережье Римини","Rimini Coast","0","0",NULL,NULL
"3252","13",,"Spessart","0","0",NULL,NULL
"3255","25","Лодзинское воеводство","Lodz","0","0",NULL,NULL
"3258","13",,"Schaumburg Land","0","0",NULL,NULL
"3261","11","Женевское озеро","Lake Geneva","0","0",NULL,NULL
"3264","61","Пелион","Pelion","0","0",NULL,NULL
"3267","10",,"Jungfrau","0","0",NULL,NULL
"3270","10",,"Matterhorn","0","0",NULL,NULL
"3273","11","Долина Луары","Loire Valley","0","0",NULL,NULL
"3276","52","Лимерик","Limerick County","0","0",NULL,NULL
"3279","52","Клэр","Clare","0","0",NULL,NULL
"3282","52","Уэксфорд","Wexford County","0","0",NULL,NULL
"3285","52","Карлоу","Carlow County","0","0",NULL,NULL
"3288","52","Литрим","Leitrim","0","0",NULL,NULL
"3291","52","Килкенни","Kilkenny County","0","0",NULL,NULL
"3294","52","Уотерфорд","Waterford County","0","0",NULL,NULL
"3297","23","Липарские острова","Aeolian Islands","0","0",NULL,NULL
"3300","23",,"Vulcano","0","0",NULL,NULL
"3303","19",,"Puerto Rico","0","0",NULL,NULL
"3306","19","Нью-Йоркская агломерация","New York Metropolitan area","0","0",NULL,NULL
"3309","13",,"Ruhr area","0","0",NULL,NULL
"3312","13",,"Ravensburg","0","0",NULL,NULL
"3315","25","Балтийское море","Baltic Sea","0","0",NULL,NULL
"3318","19","Округ Колумбия","District of Columbia","0","0",NULL,NULL
"3321","124",,"Gullbringusýsla","0","0",NULL,NULL
"3324","124",,"Eyjafjardarsysla","0","0",NULL,NULL
"3327","124",,"Sudur-Mulasysla","0","0",NULL,NULL
"3330","124",,"Austur-Skaftafellssysla","0","0",NULL,NULL
"3333","124",,"Arnessysla","0","0",NULL,NULL
"3336","124",,"Borgarfjardarsysla","0","0",NULL,NULL
"3339","124",,"Sudur-Thingeyjarsysla","0","0",NULL,NULL
"3342","124",,"Skagafjardarsysla","0","0",NULL,NULL
"3345","255","Хоккайдо","Hokkaido","0","0",NULL,NULL
"3348","255",,"Miyazaki","0","0",NULL,NULL
"3351","255","Исикава","Ishikawa","0","0",NULL,NULL
"3354","58","Добрич","Dobrich Province","0","0",NULL,NULL
"3357","58","Смолян","Smolyan Province","0","0",NULL,NULL
"3360","58","Плевен","Pleven Province","0","0",NULL,NULL
"3363","58","Велико-Тырново","Veliko Tarnovo Province","0","0",NULL,NULL
"3366","58","Пазарджик","Pazardzhik Province","0","0",NULL,NULL
"3369","34","Брашов","Brasov","0","0",NULL,NULL
"3372","34",,"Coverlui","0","0",NULL,NULL
"3375","34","Бихор","Bihor","0","0",NULL,NULL
"3378","34","Арджеш","Arges","0","0",NULL,NULL
"3381","34","Мехединци","Mehedinti","0","0",NULL,NULL
"3384","217",,"Dudince","0","0",NULL,NULL
"3387","52","Типперэри","Tipperary County","0","0",NULL,NULL
"3390","19",,"San Francisco Metropolitan Area","0","0",NULL,NULL
"3393","22",,"Traunsee","0","0",NULL,NULL
"3396","23","Коста-Парадизо","Costa Paradiso","0","0",NULL,NULL
"3399","23","Коста-Реи","Costa Rei","0","0",NULL,NULL
"3402","10",,"Lake Thun","0","0",NULL,NULL
"3405","13",,"Lower Franconia","0","0",NULL,NULL
"3408","61","Тасос","Thasos","0","0",NULL,NULL
"3411","24",,"Westmorland","0","0",NULL,NULL
"3414","24","Йоркшир","Yorkshire","0","0",NULL,NULL
"3417","24","Шропшир","Shropshire","0","0",NULL,NULL
"3420","24","Стаффордшир","Staffordshire","0","0",NULL,NULL
"3423","24","Ратленд","Rutland","0","0",NULL,NULL
"3426","24",,"Soke of Peterborough","0","0",NULL,NULL
"3429","24",,"Huntingdonshire","0","0",NULL,NULL
"3432","24","Кембриджшир","Cambridgeshire","0","0",NULL,NULL
"3435","24",,"Isle of Ely","0","0",NULL,NULL
"3438","24","Суффолк","Suffolk","0","0",NULL,NULL
"3441","24","Бедфордшир","Bedfordshire","0","0",NULL,NULL
"3444","24","Бакингемшир","Buckinghamshire","0","0",NULL,NULL
"3447","24","Глостершир","Gloucestershire","0","0",NULL,NULL
"3450","24","Херефордшир","Herefordshire","0","0",NULL,NULL
"3453","24","Уилтшир","Wiltshire","0","0",NULL,NULL
"3456","24","Беркшир","Berkshire","0","0",NULL,NULL
"3459","24",,"Middlesex","0","0",NULL,NULL
"3462","24","Большой Лондон","Greater London","0","0",NULL,NULL
"3465","24","Повис","Powys","0","0",NULL,NULL
"3468","24","Гвинед","Gwynedd","0","0",NULL,NULL
"3471","24","Гвент","Gwent","0","0",NULL,NULL
"3474","24","Девед","Dyfed","0","0",NULL,NULL
"3477","24","Клоид","Clwyd","0","0",NULL,NULL
"3480","24","Стратклайд","Strathclyde","0","0",NULL,NULL
"3483","24","Дамфрис и Галлоуэй","Dumfries and Galloway","0","0",NULL,NULL
"3486","24","Шотландские границы","Borders","0","0",NULL,NULL
"3489","24","Грампиан","Grampian","0","0",NULL,NULL
"3492","24","Файф","Fife","0","0",NULL,NULL
"3495","24","Центральная Шотландия","Central Scotland","0","0",NULL,NULL
"3498","24","Графство Антрим","Antrim County","0","0",NULL,NULL
"3501","24",,"Armagh County","0","0",NULL,NULL
"3504","24","Графство Даун","Down County","0","0",NULL,NULL
"3507","24","Графство Фермана","Fermanagh County","0","0",NULL,NULL
"3510","24","Графство Лондондерри","Londonderry County","0","0",NULL,NULL
"3513","24","Графство Тайрон","Tyrone County","0","0",NULL,NULL
"3516","24","Эйршир","Ayrshire","0","0",NULL,NULL
"3519","24",,"Aberdeenshire","0","0",NULL,NULL
"3522","24","Большой Манчестер","Greater Manchester","0","0",NULL,NULL
"3525","24","Тэйсайд","Tayside","0","0",NULL,NULL
"3528","24","Озеро Лох-Ломонд","Loch Lomond","0","0",NULL,NULL
"3531","13","Ганзейский город Гамбург","Hansestadt Hamburg","0","0",NULL,NULL
"3534","19",,"Midwest","0","0",NULL,NULL
"3537","11",,"Ardèche","0","0",NULL,NULL
"3540","24","Лох-Несс","Loch Ness","0","0",NULL,NULL
"3543","11",,"Vosges","0","0",NULL,NULL
"3546","23","Арджентарио","Argentario","0","0",NULL,NULL
"3549","58","Солнечный берег","Sunny Beach Region","0","0",NULL,NULL
"3552","28",,"Noord Beveland","0","0",NULL,NULL
"3555","28",,"Zuid Beveland","0","0",NULL,NULL
"3558","19","Ниагарский водопад","Niagara Falls","0","0",NULL,NULL
"3561","40","Коста-де-Прата","Prata Coast","0","0",NULL,NULL
"3564","19",,"Reno","0","0",NULL,NULL
"3567","66","Регион Бохинь","Bohinj Region","0","0",NULL,NULL
"3570","66","Блед","Bled Region","0","0",NULL,NULL
"3573","55",,"Ciovo Island","0","0",NULL,NULL
"3576","55",,"Rab Island","0","0",NULL,NULL
"3579","55",,"Sipan","0","0",NULL,NULL
"3582","13",,"Vogelsberg Mountains","0","0",NULL,NULL
"3585","24",,"Isle of Arran","0","0",NULL,NULL
"3588","19","Озеро Тахо","Lake Tahoe","0","0",NULL,NULL
"3591","23",,"Val di Chiana aretina","0","0",NULL,NULL
"3594","23",,"Val di Chiana senese","0","0",NULL,NULL
"3597","19","Штат Нью-Йорк","New York State","0","0",NULL,NULL
"3600","19",,"Washington DC Metropolitan area","0","0",NULL,NULL
"3603","19",,"Casino & Gambling","0","0",NULL,NULL
"3606","19",,"Phoenix Area","0","0",NULL,NULL
"3609","64",,"Yucatan","0","0",NULL,NULL
"3612","64","Штат Мехико","State of Mexico (Edomex)","0","0",NULL,NULL
"3615","64",,"Pacific Coast","0","0",NULL,NULL
"3618","64",,"Central Mexico","0","0",NULL,NULL
