"id","country_id","name","name_en","acase_code","del","ResortFeeRu","ResortFeeEn"
"906","23","Фриули — Венеция-Джулия","Friuli Venezia Giulia","0","0",NULL,NULL
"909","23","Лацио","Lazio","0","0",NULL,NULL
"912","23","Лигурия","Liguria","0","0",NULL,NULL
"915","23","Ломбардия","Lombardy","0","0",NULL,NULL
"918","23","Марке","Marche","0","0",NULL,NULL
"921","23","Пьемонт","Piedmont","0","0",NULL,NULL
"924","23","Апулия","Apulia","0","0",NULL,NULL
"927","23","Сардиния","Sardinia","0","0",NULL,NULL
"930","23","Сицилия","Sicily","0","0",NULL,NULL
"933","23","Тоскана","Tuscany","0","0",NULL,NULL
"936","23","Трентино-Альто-Адидже","Trentino Alto Adige","0","0",NULL,NULL
"939","23","Умбрия","Umbria","0","0",NULL,NULL
"942","23","Валле д'Аоста","Valle d'Aosta","0","0",NULL,NULL
"945","23","Венето","Veneto","0","0",NULL,NULL
"948","255",,"Koto/Edogawa Ku","0","0",NULL,NULL
"951","255",,"Tohoku","0","0",NULL,NULL
"954","255","Канто","Kanto","0","0",NULL,NULL
"957","255","Кошинецу","Koshinetsu","0","0",NULL,NULL
"960","255","Токай","Tokai","0","0",NULL,NULL
"963","255","Кансай","Kinki","0","0",NULL,NULL
"966","255",,"Chugoku","0","0",NULL,NULL
"969","255",,"Shikoku","0","0",NULL,NULL
"972","255","Кюсю","Kyushu","0","0",NULL,NULL
"975","157","Гоцо","Gozo","0","0",NULL,NULL
"978","46","Джохор","Johor","0","0",NULL,NULL
"981","46","Кедах","Kedah","0","0",NULL,NULL
"984","46","Малакка","Melaka","0","0",NULL,NULL
"987","46","Паханг","Pahang","0","0",NULL,NULL
"990","46","Пенанг","Penang","0","0",NULL,NULL
"993","46","Сабах","Sabah","0","0",NULL,NULL
"996","46","Саравак","Sarawak","0","0",NULL,NULL
"999","46","Селангор","Selangor","0","0",NULL,NULL
"1002","46","Тренгану","Terengganu","0","0",NULL,NULL
"1005","28","Дренте","Drenthe","0","0",NULL,NULL
"1008","28","Флеволанд","Flevoland","0","0",NULL,NULL
"1011","28","Фрисландия","Friesland","0","0",NULL,NULL
"1014","28","Гелдерланд","Gelderland","0","0",NULL,NULL
"1017","28","Гронинген","Groningen Province","0","0",NULL,NULL
"1020","28","Лимбург","Limburg","0","0",NULL,NULL
"1023","28","Северный Брабант","Noord-Brabant","0","0",NULL,NULL
"1026","28","Северная Голландия","Noord-Holland","0","0",NULL,NULL
"1029","28","Оверэйсел","Overijssel","0","0",NULL,NULL
"1032","28","Утрехт","Utrecht Province","0","0",NULL,NULL
"1035","28","Зеландия","Zeeland","0","0",NULL,NULL
"1038","28","Южная Голландия","Zuid-Holland","0","0",NULL,NULL
"1041","28",,"Ameland","0","0",NULL,NULL
"1044","28",,"Dutch Coast","0","0",NULL,NULL
"1047","28",,"Het Gooi","0","0",NULL,NULL
"1050","28",,"Frisian lakes","0","0",NULL,NULL
"1053","28",,"IJsselmeer","0","0",NULL,NULL
"1056","28",,"Schiermonnikoog","0","0",NULL,NULL
"1059","28",,"Schouwen-Duiveland","0","0",NULL,NULL
"1062","28",,"Terschelling","0","0",NULL,NULL
"1065","28","Тексел","Texel","0","0",NULL,NULL
"1068","28","Твенте","Twente","0","0",NULL,NULL
"1071","28","Велюве","Veluwe","0","0",NULL,NULL
"1074","28",,"Vlieland","0","0",NULL,NULL
"1077","28",,"West Frisian Islands","0","0",NULL,NULL
"1080","28",,"Walcheren","0","0",NULL,NULL
"1083","28",,"Zeeuws-Vlaanderen","0","0",NULL,NULL
"1086","175","Акерсхус","Akershus","0","0",NULL,NULL
"1089","175","Эуст-Агдер","Aust-Agder","0","0",NULL,NULL
"1092","175","Бускеруд","Buskerud","0","0",NULL,NULL
"1095","175","Хордаланн","Hordaland","0","0",NULL,NULL
"1098","175","Нурланн","Nordland","0","0",NULL,NULL
"1101","175","Оппланн","Oppland","0","0",NULL,NULL
"1104","175","Осло","Oslo County","0","0",NULL,NULL
"1107","175","Ругаланн","Rogaland","0","0",NULL,NULL
"1110","175","Согн-ог-Фьюране","Sogn og Fjordane","0","0",NULL,NULL
"1113","175","Телемарк","Telemark","0","0",NULL,NULL
"1116","175","Вест-Агдер","Vest-Agder","0","0",NULL,NULL
"1119","168",,"Gorkha, Nepal","0","0",NULL,NULL
"1122","168",,"Lalitpur, Nepal","0","0",NULL,NULL
"1125","173","Северный остров","North Island","0","0",NULL,NULL
"1128","173",,"South Island","0","0",NULL,NULL
"1131","192",,"Lima","0","0",NULL,NULL
"1134","26","Лусон","Luzon","0","0",NULL,NULL
"1137","26","Висайские острова","Visayas","0","0",NULL,NULL
"1140","26","Минданао","Mindanao","0","0",NULL,NULL
"1143","40","Алгарви","Algarve","0","0",NULL,NULL
"1146","42","Даларна","Dalarna","0","0",NULL,NULL
"1149","42","Стокгольм","Stockholm county","0","0",NULL,NULL
"1152","42",,"Uppland","0","0",NULL,NULL
"1155","56",,"Thailand","0","0",NULL,NULL
"1158","57",,"Hammamet Bay","0","0",NULL,NULL
"1161","35","Эгейский регион Турции","Aegean Region","0","0",NULL,NULL
"1164","35","Черноморский регион Турции","Black Sea Region","0","0",NULL,NULL
"1167","35","Центральная Анатолия","Central Anatolia Region","0","0",NULL,NULL
"1170","35","Восточная Анатолия","East Anatolia Region","0","0",NULL,NULL
"1173","35","Мраморноморский регион","Marmara Region","0","0",NULL,NULL
"1176","35","Средиземноморский регион","Mediterranean Region Turkey","0","0",NULL,NULL
"1179","35","Юго-Восточная Анатолия","South Eastern Anatolia Region","0","0",NULL,NULL
"1182","24",,"Channel Islands","0","0",NULL,NULL
"1185","24","Камбрия","Cumbria","0","0",NULL,NULL
"1188","24","Дорсет","Dorset","0","0",NULL,NULL
"1191","24","Лотиан","Lothian","0","0",NULL,NULL
"1194","24","Эссекс","Essex","0","0",NULL,NULL
"1197","24","Хэмпшир","Hampshire","0","0",NULL,NULL
"1200","24","Остров Уайт","Isle of Wight","0","0",NULL,NULL
"1203","24","Кент","Kent","0","0",NULL,NULL
"1206","24","Ланкашир","Lancashire","0","0",NULL,NULL
"1209","24",,"Northern Ireland","0","0",NULL,NULL
"1212","24","Нортумберленд","Northumberland","0","0",NULL,NULL
"1215","24","Оксфордшир","Oxfordshire","0","0",NULL,NULL
"1218","24","Шотландия","Scotland","0","0",NULL,NULL
"1221","24","Суррей","Surrey","0","0",NULL,NULL
"1224","24","Историческое графство Суссекс","Sussex Historic County","0","0",NULL,NULL
"1227","24","Гламорган","Glamorgan","0","0",NULL,NULL
"1230","24","Уэльс","Wales","0","0",NULL,NULL
"1233","24","Уорикшир","Warwickshire","0","0",NULL,NULL
"1236","24","Вустершир","Worcestershire","0","0",NULL,NULL
"1239","67","Восточный Кейп","Eastern Cape","0","0",NULL,NULL
"1242","67",,"Northern Cape","0","0",NULL,NULL
"1245","67","Западный Кейп","Western Cape","0","0",NULL,NULL
"1248","28",,"PieterPad","0","0",NULL,NULL
"1251","13","Федеральная земля Берлин","Berlin Federal State","0","0",NULL,NULL
"1254","22","Бургенланд","Burgenland","0","0",NULL,NULL
"1257","22","Каринтия","Carinthia","0","0",NULL,NULL
"1260","22","Верхняя Австрия","Upper Austria","0","0",NULL,NULL
"1263","22","Зальцбург","Salzburg","0","0",NULL,NULL
"1266","22","Земля Вена","Vienna (state)","0","0",NULL,NULL
"1269","11",,"Autoroute Paris - Nantes (A11)","0","0",NULL,NULL
"1272","28",,"South Limburg","0","0",NULL,NULL
"1275","66","Альпы","The Alps","0","0",NULL,NULL
"1278","73","Канильо","Canillo","0","0",NULL,NULL
"1281","73","Андорра-ла-Велья","Andorra la Vella","0","0",NULL,NULL
"1284","73","Энкамп","Encamp","0","0",NULL,NULL
"1287","73","Эскальдес-Энгордань","Escaldes-Engordany","0","0",NULL,NULL
"1290","73","Ла-Массана","La Massana","0","0",NULL,NULL
"1293","73","Ордино","Ordino","0","0",NULL,NULL
"1296","73","Сант-Жулия-де-Лория","Sant Julià de Lòria","0","0",NULL,NULL
"1299","30","Эмират Абу-Даби","Abu Dhabi Emirate","0","0",NULL,NULL
"1302","141",,"Curaçao","0","0",NULL,NULL
"1305","75",,"Antigua","0","0",NULL,NULL
"1308","77",,"Aruba","0","0",NULL,NULL
"1311","81",,"Barbados Island","0","0",NULL,NULL
"1314","58","София","Sofia Province","0","0",NULL,NULL
"1317","58","Благоевград","Blagoevgrad Province","0","0",NULL,NULL
"1320","50","Бруней-Муара","Brunei-Muara","0","0",NULL,NULL
"1323","14","Пекин","Beijing Area","0","0",NULL,NULL
"1326","233","Монтевидео","Montevideo","0","0",NULL,NULL
"1329","233","Колония-дель-Сакраменто","Colonia del Sacramento","0","0",NULL,NULL
"1332","233","Пунта-дель-Эсте","Punta del Este","0","0",NULL,NULL
"1335","10","Граубюнден","Grisons","0","0",NULL,NULL
"1338","10",,"Lake Lucerne","0","0",NULL,NULL
"1341","10","Нёвшательское озеро","Lake Neuchatel","0","0",NULL,NULL
"1344","138","Алахуэла","Alajuela","0","0",NULL,NULL
"1347","138","Лимон","Limon","0","0",NULL,NULL
"1350","138","Сан-Хосе","San José","0","0",NULL,NULL
"1353","41",,"Camagüey Province","0","0",NULL,NULL
"1356","41",,"Ciego de Ávila Province","0","0",NULL,NULL
"1359","41",,"Cienfuegos","0","0",NULL,NULL
"1362","41",,"Isla de la Juventud","0","0",NULL,NULL
"1365","41",,"Las Tunas Province","0","0",NULL,NULL
"1368","41",,"Matanzas","0","0",NULL,NULL
"1371","41",,"Santiago de Cuba Province","0","0",NULL,NULL
"1374","41",,"Villa Clara","0","0",NULL,NULL
"1377","41","Гавана","Ciudad de La Habana Province","0","0",NULL,NULL
"1380","41",,"Holguín Province","0","0",NULL,NULL
"1383","41",,"Sancti Spíritus","0","0",NULL,NULL
"1386","130",,"Cyprus Island","0","0",NULL,NULL
"1389","130",,"Cyprus Government controlled area","0","0",NULL,NULL
"1392","31","Шумава","Sumava mountains","0","0",NULL,NULL
"1395","117","Санто-Доминго","Santo Domingo Province","0","0",NULL,NULL
"1398","117","Пуэрто-Плата","Puerto Plata Province","0","0",NULL,NULL
"1401","245","Тунгурауа","Tungurahua","0","0",NULL,NULL
"1404","245","Гуаяс","Guayas","0","0",NULL,NULL
"1407","63","Красное море","Red Sea Governorate","0","0",NULL,NULL
"1410","5","Харьюмаа","Harjumaa","0","0",NULL,NULL
"1413","111","Сент-Джорджес","Saint George Parish","0","0",NULL,NULL
"1416","111",,"Saint Andrew Parish","0","0",NULL,NULL
"1419","103",,"Basse-Terre","0","0",NULL,NULL
"1422","103",,"Saint Barthélemy","0","0",NULL,NULL
"1425","103",,"Grande-Terre","0","0",NULL,NULL
"1428","52","Мит","Meath","0","0",NULL,NULL
"1431","254","Портленд","Portland","0","0",NULL,NULL
"1434","254","Сент-Джеймс","Saint James","0","0",NULL,NULL
"1437","254","Уэстморленд","Westmoreland","0","0",NULL,NULL
"1440","254","Сент-Мэри","Saint Mary","0","0",NULL,NULL
"1443","254","Трелони","Trelawny","0","0",NULL,NULL
"1446","51","Луангпхабанг","Luang Prabang","0","0",NULL,NULL
"1449","51","Вьентьян","Vientiane","0","0",NULL,NULL
"1452","209","Кастри","Castries","0","0",NULL,NULL
"1455","147","Клерво","Clervaux","0","0",NULL,NULL
"1458","147","Дикирх","Diekirch","0","0",NULL,NULL
"1461","147","Эхтернах","Echternach","0","0",NULL,NULL
"1464","147",,"Esch-sur-Alzette","0","0",NULL,NULL
"1467","147","Люксембург","Luxembourg","0","0",NULL,NULL
"1470","147","Мерш","Mersch","0","0",NULL,NULL
"1473","147","Ремих","Remich","0","0",NULL,NULL
"1476","147","Вианден","Vianden","0","0",NULL,NULL
"1479","147","Вильц","Wiltz","0","0",NULL,NULL
"1482","159",,"Fort-de-France","0","0",NULL,NULL
"1485","159","Ле-Марэн","Le Marin","0","0",NULL,NULL
"1488","157",,"South Eastern Malta","0","0",NULL,NULL
"1491","192","Провинция Арекипа","Arequipa","0","0",NULL,NULL
"1494","192",,"Cusco","0","0",NULL,NULL
"1497","192",,"Piura","0","0",NULL,NULL
"1500","192",,"Madre de Dios","0","0",NULL,NULL
"1503","25","Нижнесилезское воеводство","Lower Silesia","0","0",NULL,NULL
"1506","25","Малопольское воеводство","Lesser Poland","0","0",NULL,NULL
"1509","25","Поморское воеводство","Pomerania","0","0",NULL,NULL
"1512","25","Великопольское воеводство","Greater Poland","0","0",NULL,NULL
"1515","25","Мазовецкое воеводство","Masovia","0","0",NULL,NULL
"1518","223","Тайбэй","Taipei Area","0","0",NULL,NULL
"1521","223",,"Changhua County","0","0",NULL,NULL
"1524","223",,"Taoyuan Municipality","0","0",NULL,NULL
"1527","229",,"Tobago","0","0",NULL,NULL
"1530","229","Тринидад","Trinidad","0","0",NULL,NULL
"1533","229","Провинция Порт-оф-Спейн","Port of Spain Province","0","0",NULL,NULL
"1536","57","Сус","Sousse","0","0",NULL,NULL
"1539","57","Таузар","Tawzar","0","0",NULL,NULL
"1542","214",,"Singapore","0","0",NULL,NULL
"1545","221",,"Paramaribo","0","0",NULL,NULL
"1548","191","Асунсьон","Asunción","0","0",NULL,NULL
"1551","191",,"Cordillera","0","0",NULL,NULL
"1554","42","Халланд","Halland","0","0",NULL,NULL
"1557","42","Кальмар","Kalmar county","0","0",NULL,NULL
"1560","42","Эстергетланд","Östergötland","0","0",NULL,NULL
"1563","42","Сконе","Skåne","0","0",NULL,NULL
"1566","42","Седерманланд","Sodermanland","0","0",NULL,NULL
"1569","42","Вермланд","Värmland","0","0",NULL,NULL
"1572","42","Вестра-Гёталанд","Västra Götaland","0","0",NULL,NULL
"1575","42","Вестманланд","Vastmanland","0","0",NULL,NULL
"1578","42",,"Småland","0","0",NULL,NULL
"1581","127","Муниципалитет Пномпень","Phnom Penh Municipality","0","0",NULL,NULL
"1584","127","Провинция Сием-Рип","Siem Reap Province","0","0",NULL,NULL
"1587","76","Кордова","Córdoba Province","0","0",NULL,NULL
"1590","76","Мисьонес","Misiones","0","0",NULL,NULL
"1593","89","Гояс","Goiás","0","0",NULL,NULL
"1596","89",,"Piauí","0","0",NULL,NULL
"1599","243","Антофагаста","Antofagasta Region","0","0",NULL,NULL
"1602","243",,"Tarapacá","0","0",NULL,NULL
"1605","243",,"Bío Bío","0","0",NULL,NULL
"1608","243",,"Atacama","0","0",NULL,NULL
"1611","243","Кокимбо","Coquimbo Region","0","0",NULL,NULL
"1614","243","Лос-Лагос","Los Lagos","0","0",NULL,NULL
"1617","243","Магальянес","Magallanes","0","0",NULL,NULL
"1620","243",,"Araucanía","0","0",NULL,NULL
"1623","243","Вальпараисо","Valparaíso Region","0","0",NULL,NULL
"1626","38",,"Århus","0","0",NULL,NULL
"1629","38",,"Copenhagen","0","0",NULL,NULL
"1632","38",,"Sønderjylland","0","0",NULL,NULL
"1635","38",,"Vejle","0","0",NULL,NULL
"1638","27",,"Albacete Province","0","0",NULL,NULL
"1641","27",,"Almeria Province","0","0",NULL,NULL
"1644","27",,"A Coruña","0","0",NULL,NULL
"1647","11",,"Val de Marne","0","0",NULL,NULL
"1650","11",,"Puy-de-Dôme","0","0",NULL,NULL
"1653","61","Эвбея","Evia","0","0",NULL,NULL
"1656","61",,"Thesprotia","0","0",NULL,NULL
"1659","110",,"Hong Kong","0","0",NULL,NULL
"1662","110",,"Lantau Island","0","0",NULL,NULL
"1665","121","Острова Риау","Riau Kepulauan","0","0",NULL,NULL
"1668","53","Западная Австралия","Western Australia","0","0",NULL,NULL
"1671","53","Южная Австралия","South Australia","0","0",NULL,NULL
"1674","53","Австралийская столичная территория","Australian Capital Territory","0","0",NULL,NULL
"1677","147",,"Autoroute Luxembourg - Nice","0","0",NULL,NULL
"1680","11","Корсика","Corsica","0","0",NULL,NULL
"1683","27","Коста-дель-Гарраф","Costa del Garraf","0","0",NULL,NULL
"1686","27","Коста-Брава","Costa Brava","0","0",NULL,NULL
"1689","27","Коста-дель-Маресме","Costa del Maresme","0","0",NULL,NULL
"1692","27","Коста-Дорада","Costa Dorada","0","0",NULL,NULL
"1695","27",,"Azahar Coast","0","0",NULL,NULL
"1698","27","Коста-де-Валенсия","Valencia Coast","0","0",NULL,NULL
"1701","27","Коста-Бланка","Costa Blanca","0","0",NULL,NULL
"1704","27","Коста-Калида","Costa Cálida","0","0",NULL,NULL
"1707","11","Побережье Страны Басков","Basque Coast","0","0",NULL,NULL
"1710","27",,"Cantabria Coast","0","0",NULL,NULL
"1713","27","Косте-Верде (Астурия)","Costa Verde (Asturias)","0","0",NULL,NULL
"1716","27",,"Altas Estuary","0","0",NULL,NULL
"1719","27",,"Artabro Gulf","0","0",NULL,NULL
"1722","27",,"Costa de la Muerte","0","0",NULL,NULL
"1725","27","Риас-Бахас","Bajas Estuary","0","0",NULL,NULL
"1728","27","Коста-де-ла-Лус","Costa de la Luz","0","0",NULL,NULL
"1731","27","Коста-дель-Соль","Costa del Sol","0","0",NULL,NULL
"1734","27","Коста-Тропикаль","Costa Tropical","0","0",NULL,NULL
"1737","27","Коста-де-Альмерия","Almeria Coast","0","0",NULL,NULL
"1740","27","Пальма","La Palma Island","0","0",NULL,NULL
"1743","27","Форментера","Formentera","0","0",NULL,NULL
"1746","27","Ибица","Ibiza","0","0",NULL,NULL
"1749","27","Менорка","Menorca","0","0",NULL,NULL
"1752","173","Окленд","Auckland Region","0","0",NULL,NULL
"1755","173","Пленти","Bay of Plenty","0","0",NULL,NULL
"1758","173","Кентербери","Canterbury","0","0",NULL,NULL
"1761","173","Манавату-Уангануи","Manawatu","0","0",NULL,NULL
"1764","173","Отаго","Otago","0","0",NULL,NULL
"1767","173","Вайкато","Waikato","0","0",NULL,NULL
"1770","173","Веллингтон","Wellington","0","0",NULL,NULL
"1773","23","Абруццо","Abruzzo","0","0",NULL,NULL
"1776","24","Джерси","Jersey","0","0",NULL,NULL
"1779","11","Иль-де-Франс","Ile de France","0","0",NULL,NULL
"1782","23","Озеро Комо","Lake Como","0","0",NULL,NULL
"1785","23","Озеро Гарда","Lake Garda","0","0",NULL,NULL
"1788","23","Озеро Лаго-Маджоре","Lago Maggiore - Italy","0","0",NULL,NULL
"1791","23","Озеро Тразимено","Lake Trasimeno","0","0",NULL,NULL
"1794","23","Кастелли Романи","Castelli Romani","0","0",NULL,NULL
"1797","23","Эльба","Elba","0","0",NULL,NULL
"1800","23","Остров Капри","Capri Island","0","0",NULL,NULL
"1803","24","Гернси","Guernsey","0","0",NULL,NULL
"1806","24","Озерный край","Lake District","0","0",NULL,NULL
"1809","23","Доломиты","Dolomites","0","0",NULL,NULL
"1812","24",,"Highland","0","0",NULL,NULL
"1815","23","Итальянская Ривьера","Italian Riviera","0","0",NULL,NULL
"1818","11",,"Autoroute Paris - Toulouse (A20)","0","0",NULL,NULL
"1821","11",,"Autoroute Paris - Bordeaux (A10)","0","0",NULL,NULL
"1824","23",,"Autoroute Karlsruhe - Milan","0","0",NULL,NULL
"1827","13",,"Autoroute Kassel - Dresden - Prague","0","0",NULL,NULL
"1830","13",,"Autoroute Frankfurt - Vienna","0","0",NULL,NULL
"1833","11",,"D-day Beaches","0","0",NULL,NULL
"1836","11",,"Mont Blanc Valley","0","0",NULL,NULL
"1839","11",,"Gulf of Lion","0","0",NULL,NULL
"1842","11",,"Atlantic Coast","0","0",NULL,NULL
"1845","40","Байшу-Алентежу","Baixo Alentejo","0","0",NULL,NULL
"1848","40","Эстремадура","Estremadura","0","0",NULL,NULL
"1851","40",,"Ribatejo","0","0",NULL,NULL
"1854","40","Минхо","Minho","0","0",NULL,NULL
"1857","23","Версилия","Versilia","0","0",NULL,NULL
"1860","23","Маремма","Grosseto Area","0","0",NULL,NULL
"1863","23","Кьянти","Chianti","0","0",NULL,NULL
"1866","11",,"Massif Central","0","0",NULL,NULL
"1869","11",,"Opal Coast","0","0",NULL,NULL
"1872","13","Бремен","Bremen","0","0",NULL,NULL
"1875","13",,"German Wine Route","0","0",NULL,NULL
"1878","13",,"Fairy tale Route","0","0",NULL,NULL
"1881","13","Дорога замков","Castle Route","0","0",NULL,NULL
"1884","13",,"Goethe Route","0","0",NULL,NULL
"1887","13","Романтическая дорога","Romantic Road","0","0",NULL,NULL
"1890","13","Шварцвальд","Black Forest","0","0",NULL,NULL
"1893","13","Альгой","Allgäu","0","0",NULL,NULL
"1896","13","Айфель","Eifel","0","0",NULL,NULL
"1899","13","Хунсрюк","Hunsrück","0","0",NULL,NULL
"1902","13",,"Luneburg Heath","0","0",NULL,NULL
"1905","13",,"Siebengebirge","0","0",NULL,NULL
"1908","13",,"Teutoburg Forest","0","0",NULL,NULL
"1911","23","Озеро Исео","Lake Iseo","0","0",NULL,NULL
"1914","11",,"Poitou","0","0",NULL,NULL
"1917","11",,"Gorges du Tarn","0","0",NULL,NULL
"1920","11",,"French Basque Country","0","0",NULL,NULL
"1923","13","Гарц","Harz","0","0",NULL,NULL
"1926","27",,"World Heritage Cities","0","0",NULL,NULL
"1929","27",,"Routes of Sefarad","0","0",NULL,NULL
"1932","27",,"Santiago's Route","0","0",NULL,NULL
"1935","27",,"The English Route","0","0",NULL,NULL
"1938","27",,"North Route","0","0",NULL,NULL
"1941","27",,"The French Route","0","0",NULL,NULL
"1944","27",,"Green Spain","0","0",NULL,NULL
"1947","27",,"Silver Route","0","0",NULL,NULL
"1950","27",,"Washington Irving","0","0",NULL,NULL
"1953","36",,"Phu Quoc Island","0","0",NULL,NULL
"1956","56","Ко-Тао","Koh Tao Island","0","0",NULL,NULL
"1959","56","Самуи","Koh Samui","0","0",NULL,NULL
"1962","56","Чанг","Koh Chang","0","0",NULL,NULL
"1965","121",,"Pulau Bintan","0","0",NULL,NULL
"1968","121",,"Pulau Batam","0","0",NULL,NULL
"1971","26","Палаван","Palawan","0","0",NULL,NULL
"1974","26",,"Nagarao","0","0",NULL,NULL
"1977","13","Рюген","Rügen","0","0",NULL,NULL
"1980","13",,"Reichenau","0","0",NULL,NULL
"1983","116",,"Dominica","0","0",NULL,NULL
"1986","103",,"Île Saint-Barthélemy","0","0",NULL,NULL
"1989","61","Санторини","Santorini","0","0",NULL,NULL
"1992","46","Острова Перхентиан","Perhentian Islands","0","0",NULL,NULL
"1995","27",,"Badajoz Province","0","0",NULL,NULL
"1998","27",,"Cuenca Province","0","0",NULL,NULL
"2001","27",,"Castellon Province","0","0",NULL,NULL
"2004","27",,"Caceres Province","0","0",NULL,NULL
"2007","27","Эстремадура","Extremadura","0","0",NULL,NULL
"2010","27","Валенсийское сообщество","Valencia Community","0","0",NULL,NULL
"2013","40",,"Trás-os-Montes e Alto Douro","0","0",NULL,NULL
"2016","40","Дору-Литорал","Douro Litoral","0","0",NULL,NULL
"2019","40",,"Beira Interior Norte","0","0",NULL,NULL
"2022","40",,"Beira Interior Sul","0","0",NULL,NULL
"2025","40",,"Alto Alentejo","0","0",NULL,NULL
"2028","11",,"Autoroute A8 - autoroutes du sud de la France","0","0",NULL,NULL
"2031","11",,"Autoroute A51 - Autoroutes du sud de la France","0","0",NULL,NULL
"2034","11",,"Autoroute A50 - Autoroutes du sud de la France","0","0",NULL,NULL
"2037","11",,"A 57- Autoroutes du sud de la France","0","0",NULL,NULL
"2040","11",,"Autoroute A55 - Autoroutes du sud de la France","0","0",NULL,NULL
"2043","11",,"Autoroute A7 - Autoroutes du sud de la France - Autoroute du soleil","0","0",NULL,NULL
"2046","11",,"Autoroute A52 - Autoroutes du sud de la France","0","0",NULL,NULL
"2049","11",,"Autoroute A54 - Autoroutes du sud de la France","0","0",NULL,NULL
"2052","11",,"Autoroute A9 - Autoroutes du sud de la France","0","0",NULL,NULL
"2055","11",,"Autoroute A61 - Autoroutes du sud de la France","0","0",NULL,NULL
"2058","11",,"Autoroute A66 - Autoroutes du sud de la France","0","0",NULL,NULL
"2061","11",,"Autoroute A64 - Autoroutes du sud de la France","0","0",NULL,NULL
"2064","11",,"Autoroute A63 - Autoroutes du sud de la France","0","0",NULL,NULL
"2067","11",,"Autoroute A62 - Autoroutes du sud de la France","0","0",NULL,NULL
"2070","11",,"Autoroute A20 - Autoroutes du sud de la France","0","0",NULL,NULL
"2073","11",,"Autoroute A89 - Autoroutes du sud de la France","0","0",NULL,NULL
"2076","11",,"Autoroute A75 - Autoroutes du sud de la France","0","0",NULL,NULL
"2079","11",,"Autoroute A72 - Autoroutes du sud de la France","0","0",NULL,NULL
"2082","11",,"Autoroute A10 - Autoroutes du sud de la France","0","0",NULL,NULL
"2085","11",,"Autoroute A837 - Autoroutes du sud de la France","0","0",NULL,NULL
"2088","11",,"Autoroute A11 - Autoroutes du sud de la France","0","0",NULL,NULL
"2091","11","Сомма","Somme","0","0",NULL,NULL
"2094","11","Эндр и Луара","Indre et Loire","0","0",NULL,NULL
"2097","13","Зауэрланд","Sauerland","0","0",NULL,NULL
"2100","11","Иль-де-Ре","Island of Ré","0","0",NULL,NULL
"2103","25","Силезское воеводство","Silesia","0","0",NULL,NULL
"2106","25","Западно-Поморское воеводство","West Pomerania","0","0",NULL,NULL
"2109","147",,"Mullerthal","0","0",NULL,NULL
"2112","147",,"Little Switzerland","0","0",NULL,NULL
"2115","147",,"Moselle Valley Luxembourg","0","0",NULL,NULL
"2118","11","Парижский Диснейленд","Disneyland Paris","0","0",NULL,NULL
"2121","61","Корфу","Corfu","0","0",NULL,NULL
"2124","130","Ларнака","Larnaca Region","0","0",NULL,NULL
"2127","22",,"Salzburger Lake district","0","0",NULL,NULL
"2130","11",,"Santiago's Route","0","0",NULL,NULL
"2133","11",,"World Heritage Cities","0","0",NULL,NULL
"2136","11",,"Oise","0","0",NULL,NULL
"2139","163","Лазурный Берег","French Riviera","0","0",NULL,NULL
"2142","11","Сен-Тропе залива","Gulf of Saint Tropez","0","0",NULL,NULL
"2145","11","Воклюз","Vaucluse","0","0",NULL,NULL
"2148","61","Родос","Rhodes","0","0",NULL,NULL
"2151","27",,"Teruel","0","0",NULL,NULL
"2154","23","Искья","Ischia Island","0","0",NULL,NULL
"2157","27",,"Segovia","0","0",NULL,NULL
"2160","22","Долина Гаштайн","Gastein Valley","0","0",NULL,NULL
"2163","22","Высокий Тауэрн","Hohe Tauern","0","0",NULL,NULL
"2166","13",,"Rennsteig","0","0",NULL,NULL
"2169","22",,"Europa Sportregion","0","0",NULL,NULL
"2172","37",,"Bruges Woodland","0","0",NULL,NULL
"2175","22",,"Thermen- & Vulkanland Styria","0","0",NULL,NULL
"2178","37",,"Westhoek","0","0",NULL,NULL
"2181","37",,"Leiestreek","0","0",NULL,NULL
"2184","22","Зальцкаммергут","Salzkammergut","0","0",NULL,NULL
"2187","37",,"Scheldeland","0","0",NULL,NULL
"2190","37",,"Groene Gordel","0","0",NULL,NULL
"2193","22",,"Skicircus Saalbach Hinterglemm Leogang Fieberbrunn","0","0",NULL,NULL
"2196","37",,"Antwerpse Kempen","0","0",NULL,NULL
"2199","37",,"Hageland","0","0",NULL,NULL
"2202","22","Окрестности Зальцбурга","Salzburg surrounding","0","0",NULL,NULL
"2205","37",,"Maasland","0","0",NULL,NULL
"2208","22",,"Central Carinthia","0","0",NULL,NULL
"2211","37",,"Limburgse Kempen","0","0",NULL,NULL
"2214","22",,"Nature arena Carinthia","0","0",NULL,NULL
"2217","22",,"Wörthersee","0","0",NULL,NULL
"2220","22",,"Semmering-Rax-Schneeberg","0","0",NULL,NULL
"2223","22",,"Wienerwald","0","0",NULL,NULL
"2226","22",,"Waldviertel","0","0",NULL,NULL
"2229","22","Вахау","Wachau","0","0",NULL,NULL
"2232","22",,"Marchfeld","0","0",NULL,NULL
"2235","22",,"Mostviertel","0","0",NULL,NULL
"2238","217","Дунай","Danube","0","0",NULL,NULL
"2241","22","Ахензее","Achensee","0","0",NULL,NULL
