"id","code","country_iso_alpha2","full_name_ru","full_name_en","latitude","longitude","city_id","pseudo_iata_code","timezone","region_code","main_station","isVisible","del","last_update","priority","osm_type","osm_id"
"2833","2005095","RU","Ржевка","Rzhevka","59.9808193","30.5158033","21447",,,"78","0","1","0","2021-03-25 13:19:24","0","N","1913149506"
"2834","2005096","RU","Кобралово","Kobralovo","59.5884233","30.3898242","1452",,"+03:00","47","0","0","0","2021-03-25 13:18:49","0","N","344093926"
"2835","2005097","RU","Ост.Пункт 6 Км, Октябрьская, Ленинградская Область, Россия, 2005097","Ost.Punkt 6 Km","59.8877224","32.3211606","293",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","577332891"
"2836","2005099","RU","Аэропорт, Октябрьская, Санкт-Петербург, Россия, 2005099","Aeiroport","59.8143342","30.32107","37","LED","+03:00","78","0","1","0","2021-03-25 13:19:01","0","N","4112240556"
"2838","2005101","RU","Вялка","Vyalka","58.5385037","32.9702738","1325","ZZZ","+03:00","53","0","1","0","2021-03-25 13:18:51","0","N","446265118"
"2839","2005102","RU","Красненка","Krasnenka","58.7743846","32.3693626","1388",,"+03:00","53","0","1","0","2021-03-25 13:18:59","0","N","741598847"
"2840","2005103","RU","Злино","Zlino","57.9073649","33.9835085","1735",,"+03:00","69","0","1","0","2021-03-25 13:18:59","0","N","319537144"
"2841","2005104","RU","Гузятино","Guzyatino","57.910371","33.8823437","54682",,"+03:00","69","1","1","0","2021-03-25 13:18:51","1","N","384453213"
"2842","2005105","RU","Броневая","Bronevaya","59.8760287","30.2927908","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:18:45","0","N","8519064427"
"2844","2005107","RU","Чернушки","Chernushki","57.9524836","33.3107249","387",,"+03:00","53","0","1","0","2021-03-25 13:19:01","0","N","1430717209"
"2845","2005108","RU","Кимосозеро","Kimosozero","64.4433267","31.2613098","418",,"+03:00","10","0","1","0","2021-03-25 13:19:03","0","N","1620466785"
"2847","2005110","RU","Останкино","Ostankino","55.8174806","37.6033378","6",,"+03:00","77","0","0","0","2021-03-25 13:18:48","0","N","1994671361"
"2848","2005111","RU","Ост.Пункт 21 Км, Октябрьская, Ленинградская Область, Россия, 2005111","Ost.Punkt 21 Km","60.8344912","28.9501078","207",,"+03:00","47","0","1","0","2021-03-25 13:18:56","0","N","8491782413"
"2849","2005112","RU","Московское Море","Moskovskoye More","56.6119295","36.3334241","1402",,"+03:00","69","0","1","0","2021-03-25 13:19:00","0","N","314527417"
"2851","2005114","RU","Черничная","Chernichnaya","56.5013134","36.5041168","674",,"+03:00","69","0","1","0","2021-03-25 13:19:01","0","N","325044447"
"2852","2005115","RU","Сестрорецк","Sestroretsk","60.0930885","29.9585264","762",,,"78","0","1","0","2021-03-25 13:18:53","0","N","393980264"
"2854","2005118","RU","Ост.Пункт 4 Км, Октябрьская, Ленинградская Область, Россия, 2005118","Ost.Punkt 4 Km","59.7793407","31.0298314","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","836006985"
"2856","2005120","RU","Татьянино","Tatyanino","59.565247","30.1397824","907",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","2786952783"
"2858","2005123","RU","Сювяоро","Syuvyaoro","61.49424362","29.61388397","12267",,"+03:00","10","0","1","0","2021-03-25 13:19:01","0",NULL,NULL
"2860","2005125","RU","Рижская","Rizhskaya","55.7967129","37.6399863","6",,"+03:00","77","0","1","0","2021-03-25 13:19:00","0","N","1994671380"
"2861","2005126","RU","Тосно 2","Tosno","59.5617368","30.8491158","1199",,"+03:00","47","0","1","0","2021-03-25 13:18:54","0","N","5678147744"
"2862","2005127","RU","Ост.Пункт 38 Км, Октябрьская, Ленинградская Область, Россия, 2005127","Ost.Punkt 38 Km","60.9603986","29.076061","1211",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","2523342335"
"2863","2005128","RU","Восточная Губа","Vostochnaya Guba","67.4106065","32.6108389","1011",,"+03:00","51","0","1","0","2021-03-25 13:18:58","0","N","937914035"
"2864","2005129","RU","Колюжный","Kolyuzhniey","67.5742375","31.3887523","1443",,"+03:00","51","0","1","0","2021-03-25 13:18:59","0","N","1624802230"
"2865","2005130","RU","Кушелевка","Kushelevka","59.9904636","30.3547672","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:19:23","0","N","308112"
"2866","2005132","RU","Погостье","Pogoste","59.5991507","31.5379934","1010",,"+03:00","47","0","1","0","2021-03-25 13:19:24","0","N","2939182879"
"2867","2005133","RU","Никифоровское","Nikiforovskoe","60.9380897","29.004656","1211",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","245429326"
"2870","2005136","RU","Рахья","Rahya","60.0912973","30.8273783","21447",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","309699840"
"2871","2005137","RU","Куолемаярви","Kuolemayarvi","60.3376565","28.9829546","207",,"+03:00","47","0","1","0","2021-03-25 13:18:45","0","N","356057573"
"2873","2005139","RU","Таммисуо","Tammisuo","60.7327066","28.8054074","207",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","2014636356"
"2874","2005140","RU","Ульянка","Ulyanka","59.8245459","30.220512","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:19:01","0","N","2438877178"
"2876","2005142","RU","Терелесовская","Terelesovskaya","57.5650427","34.7303322","829",,"+03:00","69","0","1","0","2021-03-25 13:19:01","0","N","2034899125"
"2878","2005144","RU","Вирандозеро","Virandozero","64.013754","36.0045003","899",,"+03:00","10","0","1","0","2021-03-25 13:18:55","0","N","276635284"
"2879","2005145","RU","Песочная","Pesochnaya","60.1175463","30.151492","1260",,,"78","0","1","0","2021-03-25 13:19:00","0","N","25507781"
"2880","2005146","RU","Навалочная","Navalochnaya","59.9071729","30.3718677","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:19:24","0","N","5673073320"
"2882","2005148","RU","Невдубстрой","Nevdubstroy","59.8553169","31.0132917","1315",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","456707237"
"2884","2005150","RU","Стрельна","Strelna","59.8473144","30.0319307","21429",,,"78","1","1","0","2021-03-25 13:18:53","1","N","3947217581"
"2885","2005151","RU","Ост.Пункт 308 Км, Октябрьская, Тверская Область, Россия, 2005151","Ost.Punkt 308 Km","57.9099129","33.9106497","1735",,"+03:00","69","0","1","0","2021-03-25 13:18:56","0","N","3755114228"
"2886","2005152","RU","Кащенки","Kashchenki","55.9838011","32.3234715","21363",,"+03:00","69","0","1","0","2021-03-25 13:18:59","0","N","611771133"
"2888","2005154","RU","Сафоново-Мурманское","Safonovo-Murmanskoe","69.040105","33.2867987","1259",,"+03:00","51","0","1","0","2021-03-25 13:19:24","0","N","614620957"
"2889","2005155","RU","Старый Петергоф","Old Petergof","59.8796926","29.8623215","872",,,"78","0","0","0","2021-03-25 13:18:48","0","N","1103791452"
"2890","2005156","RU","Карташевская","Kartashevskaya","59.4071939","30.0812155","907",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","7397289549"
"2891","2005157","RU","Колтуши","Koltushi","59.8639717","30.6739235","1372",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","423135587"
"2892","2005158","RU","Саборы","Saborie","59.5773449","30.2852474","1452",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","1871738271"
"2894","2005160","RU","Кузьмолово","Kuzmolovo","60.1119055","30.4837455","724",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","244211828"
"2895","2005161","RU","Разъезд N 4","Raz'Ezd N","59.4856053","33.1280238","626",,"+03:00","47","0","1","0","2021-03-25 13:18:46","0","N","1841017215"
"2897","2005163","RU","Скит","Skit","59.820375","32.6838327","1209",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","1255673290"
"2898","2005164","RU","Заневский Пост","Zanevskiy Post","59.9394341","30.5063852","21447",,,"78","0","1","0","2021-03-25 13:19:01","0","N","1003589182"
"2899","2005165","RU","Красное Село","Krasnoe Selo","59.7311174","30.1040874","1431",,,"78","1","1","0","2021-03-25 13:18:50","1","N","958287299"
"2900","2005166","RU","Шушары","Shusharie","59.8057985","30.3884693","804",,,"78","0","1","0","2021-03-25 13:18:55","0","N","1377619868"
"2902","2005168","RU","Платформа 75 Км","Platforma 75 Km","59.8257164","31.4918798","1315",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","576702010"
"2905","2005171","RU","Кивиоя","Kivioya","61.0865867","28.9049139","1211",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","1347843341"
"2908","2005174","RU","Скачки, Октябрьская, Санкт-Петербург, Россия, 2005174","Skachki","59.7516937","30.1166349","1431",,,"78","0","1","0","2021-03-25 13:19:00","0","N","958287296"
"2909","2005175","RU","Сергиево","Volodarskaya","59.8334724","30.0906001","21429",,,"78","0","1","0","2021-03-25 13:18:58","0","N","3947213512"
"2910","2005176","RU","Приморское","Primorskoe","60.3652892","28.6299344","207",,"+03:00","47","0","0","0","2021-03-25 13:18:47","0","N","148094220"
"2912","2005178","RU","Гладкий Лог","Gladkiy Log","56.5755464","32.0120427","897",,"+03:00","69","0","1","0","2021-03-25 13:18:58","0","N","1097725733"
"2913","2005180","RU","Горелово","Gorelovo","59.7791113","30.1255386","1431",,,"78","0","1","0","2021-03-25 13:19:21","0","N","3774659757"
"2914","2005181","RU","Осиновка, Октябрьская, Ленинградская Область, Россия, 2005181","Osinovka","60.68516541","29.06287956","207",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0",NULL,NULL
"2917","2005184","RU","Крестцы","Kresttsie","58.2369302","32.5245403","1313",,"+03:00","53","0","0","0","2021-03-25 13:18:47","0","N","3166276281"
"2918","2005185","RU","Рощино, Октябрьская, Ленинградская Область, Россия, 2005185","Roshchino","60.2491029","29.5742598","38694",,"+03:00","47","0","1","0","2021-03-25 13:18:50","0","N","2011157370"
"2919","2005186","RU","Будасси","Budassi","66.9598091","31.666328","1011",,"+03:00","51","0","1","0","2021-03-25 13:18:58","0","N","1526967143"
"2920","2005187","RU","Ост.Пункт 29 Км, Октябрьская, Санкт-Петербург, Россия, 2005187","Ost.Punkt 29 Km","59.7683637","30.7202643","1350",,,"78","0","1","0","2021-03-25 13:18:56","0","N","423135574"
"2928","2005195","RU","Лисий Нос","Lisiy Nos","60.0144255","30.0124408","762",,,"78","0","1","0","2021-03-25 13:18:52","0","N","5764570565"
"2931","2005198","RU","Соколинское","Sokolinskoe","60.6535194","28.7662583","207",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","65009200"
"2932","2005199","RU","Лейпясуо","Leypyasuo","60.551577","29.1548599","207",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","5742168983"
"2933","2005200","RU","Вруда","Vruda","59.4211271","29.2819241","713",,"+03:00","47","0","1","0","2021-03-25 13:18:58","0","N","417645599"
"2935","2005202","RU","Волхов-Пристань","Volhov-Pristan","59.464427","31.9905408","1347",,"+03:00","47","0","1","0","2021-03-25 13:18:58","0","N","423154057"
"2936","2005203","RU","Вяртсиля","Vyartsilya","62.1674258","30.644535","42462",,"+03:00","10","1","1","0","2021-03-25 13:18:51","1","N","1581017421"
"2937","2005204","RU","Индустрия, Октябрьская, Тверская Область, Россия, 2005204","Industriya","57.5248021","34.8325625","806",,"+03:00","69","0","1","0","2021-03-25 13:18:59","0","N","612073138"
"2938","2005205","RU","Дачное, Октябрьская, Санкт-Петербург, Россия, 2005205","Dachnoe","59.8371032","30.2713675","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:18:58","0","N","3947213161"
"2941","2005209","RU","Ояярви","Oyayarvi","61.1454901","29.5690053","12224",,"+03:00","47","0","1","0","2021-03-25 13:18:53","0","N","245427483"
"2942","2005210","RU","Михайловская, Октябрьская, Ленинградская Область, Россия, 2005210","Mihaylovskaya","59.7647158","31.1565079","1315",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","491500590"
"2944","2005212","RU","Бухаловский Переезд","Buhalovskiy Pereezd","57.3170617","35.1583803","806",,"+03:00","69","0","1","0","2021-03-25 13:19:01","0","N","5674550061"
"2945","2005213","RU","Ням-Озеро","Nyam-Ozero","66.9626085","31.4543377","1011",,"+03:00","51","0","0","0","2021-03-25 13:18:47","0","N","611407070"
"2946","2005215","RU","Фирсановская","Firsanovskaya","55.9603418","37.2511806","1242",,"+03:00","50","0","1","0","2021-03-25 13:19:01","0","N","1988289122"
"2947","2005216","RU","Верхнечеркасово","Verhnecherkasovo","60.6604772","28.8816305","207",,"+03:00","47","0","0","0","2021-03-25 13:18:49","0","N","5748017918"
"2949","2005218","RU","Сорйо","Soryo","61.45837784","29.69994164","12267",,"+03:00","10","0","1","0","2021-03-25 13:19:00","0",NULL,NULL
"2951","2005220","RU","Мурино, Октябрьская, Ленинградская Область, Россия, 2005220","Murino","60.0331428","30.4375952","37",,,"78","0","1","0","2021-03-25 13:18:45","0","N","1851427727"
"2953","2005222","RU","Нурма","Nurma","59.5635461","31.0185281","1199",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","561080376"
"2954","2005223","RU","Поляны, Октябрьская, Ленинградская Область, Россия, 2005223","Polyanie","59.8169081","31.4555041","1315",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","491500598"
"2955","2005224","RU","Васильевский Мох","Vasilevskiy Moh","57.0074879","35.9192154","82",,"+03:00","69","0","1","0","2021-03-25 13:18:50","0","N","619361340"
"2956","2005225","RU","Репино","Repino","60.1729638","29.8683959","21417",,,"78","0","1","0","2021-03-25 13:18:53","0","N","505591307"
"2957","2005226","RU","Ост.Пункт 6 Км, Октябрьская, Ленинградская Область, Россия, 2005226","Ost.Punkt 6 Km","59.7925138","31.0285668","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","518270705"
"2958","2005227","RU","Куммолово","Kummolovo","59.6653709","28.9228947","713",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","248632779"
"2959","2005228","RU","Перово, Октябрьская, Ленинградская Область, Россия, 2005228","Perovo","55.7511973","37.7864823","207",,"+03:00","47","0","0","0","2021-03-25 13:18:48","0","N","255744332"
"2961","2005230","RU","Мартышкино","Martieshkino","59.9028154","29.806539","1304",,,"78","0","1","0","2021-03-25 13:19:00","0","N","4877083016"
"2962","2005231","RU","Щербаково","Shcherbakovo","60.5917676","28.6481195","207",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","1327815846"
"2965","2005234","RU","Хамонтово","Hamontovo","60.0130535","32.5616434","1209",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","929091791"
"2966","2005235","RU","Левашово","Levashovo","60.1043173","30.2186217","1260",,,"78","0","1","0","2021-03-25 13:18:52","0","N","25532584"
"2967","2005236","RU","Семрино","Semrino","59.5416198","30.3802033","1452",,"+03:00","47","0","0","0","2021-03-25 13:18:48","0","N","449294303"
"2970","2005240","RU","Луга 2","Luga","58.7096364","29.8339651","780",,"+03:00","47","0","1","0","2021-03-25 13:18:58","0","N","2353592504"
"2971","2005241","RU","Ост.Пункт 30 Км, Октябрьская, Ленинградская Область, Россия, 2005241","Ost.Punkt 30 Km","59.7070562","32.1895275","293",,"+03:00","47","0","1","0","2021-03-25 13:18:56","0","N","1841028976"
"2972","2005242","RU","Ост.Пункт 4 Км, Октябрьская, Ленинградская Область, Россия, 2005242","Ost.Punkt 4 Km","59.9067043","32.3289337","293",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","5277864246"
"2974","2005244","RU","Разъезд N 2","Raz'Ezd N","59.3518837","32.7746347","21338",,"+03:00","47","0","1","0","2021-03-25 13:18:46","0","N","1264679216"
"2975","2005245","RU","Новая Деревня","Novaya Derevnya","59.9917683","30.2968097","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:19:24","0","N","2012751838"
"2976","2005246","RU","Ижорский Завод","Izhorsky Zavod","59.7622316","30.5797046","1453",,,"78","0","1","0","2021-03-25 13:19:25","0","N","2011157186"
"2977","2005247","RU","Разъезд N 3, Октябрьская, Ленинградская Область, Россия, 2005247","Raz'Ezd N","59.4121594","32.9388898","626",,"+03:00","47","0","1","0","2021-03-25 13:18:46","0","N","1871768901"
"2979","2005249","RU","Геройская","Geroyskaya","59.8054727","30.8593355","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:58","0","N","423135581"
"2980","2005250","RU","Планерная","Molzhaninovo","55.9241793","37.3812874","21346",,"+03:00","77","0","1","0","2021-03-25 13:19:00","0","N","2012486869"
"2981","2005251","RU","Морская, Октябрьская, Санкт-Петербург, Россия, 2005251","Morskaya","60.00279236","30.07055283","762",,,"78","0","1","0","2021-03-25 13:19:00","0",NULL,NULL
"2982","2005252","RU","Бородинское","Borodinskoe","61.0190241","29.4158241","12224",,"+03:00","47","0","1","0","2021-03-25 13:18:51","0","N","245427906"
"2984","2005254","RU","Высоцк","Viesotsk","60.6196852","28.5668908","207",,"+03:00","47","0","1","0","2021-03-25 13:18:51","0","N","1327815844"
"2985","2005255","RU","Ивановская","Ivanovskaya","59.7600844","30.7797405","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","423135575"
"2986","2005256","RU","Ваганово","Vaganovo","60.0925537","31.0076587","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:58","0","N","243073734"
"2987","2005257","RU","Пруды","Prudie","61.0127561","29.0344176","1211",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","282252386"
"2989","2005259","RU","Плитняки","Plitnyaki","59.8618168","31.6591692","293",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","576702020"
"2990","2005260","RU","Шувалово","Shuvalovo","60.0465614","30.2976386","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:19:25","0","N","4965103290"
"2992","2005262","RU","Тованд","Tovand","66.936462","31.2783383","1443",,"+03:00","51","0","0","0","2021-03-25 13:18:48","0","N","611407020"
"2994","2005264","RU","Прибылово","Pribielovo","60.4527885","28.7151711","207",,"+03:00","47","0","1","0","2021-03-25 13:19:24","0","N","66312593"
"2995","2005265","RU","Дунай, Октябрьская, Ленинградская Область, Россия, 2005265","Dunay","59.9760712","30.9327762","1315",,"+03:00","47","0","1","0","2021-03-25 13:19:23","0","N","506809550"
"2996","2005266","RU","Гаврилово","Gavrilovo","60.5910742","29.044324","207",,"+03:00","47","0","1","0","2021-03-25 13:18:51","0","N","5744733817"
"2997","2005267","RU","Пост 360 Км","Post 360 Km","57.6197473","34.4969771","829",,"+03:00","69","0","1","0","2021-03-25 13:19:01","0","N","2034925821"
"2999","2005269","RU","Костринский","Kostrinskiy","59.6407623","33.3774148","626",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","1186108795"
"3000","2005270","RU","Ириновка","Irinovka","60.0843168","30.8842483","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","603061169"
"3001","2005271","RU","Титан, Октябрьская, Мурманская Область, Россия, 2005271","Titan","67.5613817","33.6249937","585",,"+03:00","51","0","1","0","2021-03-25 13:19:27","0","N","944690549"
"3002","2005272","RU","Алакуртти","Alakurti","66.9633414","30.3416069","1443",,"+03:00","51","0","0","0","2021-03-25 13:18:47","0","N","1041162860"
"3004","2005274","RU","Капраево","Kapraevo","66.9675417","31.0288984","1443",,"+03:00","51","0","1","0","2021-03-25 13:18:59","0","N","611406837"
"3005","2005275","RU","Левобережная","Levoberezhnaya","55.8870015","37.4688478","808",,"+03:00","77","0","1","0","2021-03-25 13:18:59","0","N","321410218"
"3006","2005276","RU","Тарховка","Tarhovka","60.0621547","29.9734215","762",,,"78","0","1","0","2021-03-25 13:19:01","0","N","8487157629"
"3007","2005277","RU","Ост.Пункт 37 Км, Октябрьская, Ленинградская Область, Россия, 2005277","Ost.Punkt 37 Km","59.8542375","30.9337797","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","957904867"
"3008","2005278","RU","Жарковский","Zharkovskiy","55.8519319","32.2699597","21363",,"+03:00","69","0","1","0","2021-03-25 13:18:59","0","N","5707905106"
"3009","2005279","RU","Кравцово","Kravtsovo","60.7731346","28.5738356","207",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","1494417433"
"3010","2005280","RU","Алабушево","Alabushevo","56.008083","37.1406619","739",,"+03:00","77","0","1","0","2021-03-25 13:18:58","0","N","316172721"
"3011","2005281","RU","Кронштадтская Колония","Kronshtadtskaya Koloniya","59.9253041","29.6993253","1033",,,"78","0","1","0","2021-03-25 13:18:59","0","N","246116842"
"3012","2005282","RU","Грибное","Gribnoe","59.8221424","31.0365571","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:58","0","N","849241569"
"3013","2005283","RU","Пупышево","Pupieshevo","59.904454","32.101685","293",,"+03:00","47","0","1","0","2021-03-25 13:18:53","0","N","506822528"
"3014","2005284","RU","Муташелиха","Mutasheliha","57.241262","35.27587","1200",,"+03:00","69","0","1","0","2021-03-25 13:19:00","0","N","1812779578"
"3015","2005285","RU","Тайцы","Taytsie","59.6636709","30.102693","1431",,"+03:00","47","0","1","0","2021-03-25 13:19:25","0","N","958287304"
"3016","2005286","RU","Лаврики","Lavriki","60.0760543","30.459835","724",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","285572702"
"3018","2005288","RU","Донховка","Donkhovka","56.6281253","36.7209987","1043",,"+03:00","69","0","1","0","2021-03-25 13:18:58","0","N","441899401"
"3019","2005289","RU","Местерьярви","Mesteryarvi","60.1967567","29.2648462","713",,"+03:00","47","0","0","0","2021-03-25 13:18:47","0","N","904578941"
"3020","2005290","RU","Ладожское Озеро","Ladozhskoe Ozero","60.1269202","31.0648769","1315",,"+03:00","47","0","1","0","2021-03-25 13:18:47","0","N","3186076535"
"3021","2005291","RU","Вещево","Veshchevo","60.69100952","29.17660904","207",,"+03:00","47","0","0","0","2021-03-25 13:18:47","0",NULL,NULL
"3023","2005293","RU","Романовка, Октябрьская, Ленинградская Область, Россия, 2005293","Romanovka","60.0359884","30.7198102","21447",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","1835477187"
"3025","2005295","RU","Платформа 34 Км, Октябрьская, Ленинградская Область, Россия, 2005295","Platforma 34 Km","59.6374017","30.4697904","1452",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","1895328854"
"3026","2005296","RU","Михайловка","Mihaylovka","59.4298457","30.3415376","1452",,"+03:00","47","0","0","0","2021-03-25 13:18:47","0","N","224414302"
"3027","2005297","RU","Ермилово","Ermilovo","60.3693078","28.7746492","207",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","356057963"
"3029","2005299","RU","Лесогорский","Lesogorskiy","61.0491239","28.9251156","1211",,"+03:00","47","0","1","0","2021-03-25 13:18:52","0","N","282252238"
"3031","2005301","RU","Гатчина Т.Балтийская","Gatchina","59.544158","30.1082356","907",,"+03:00","47","1","1","0","2021-03-25 13:18:45","1","N","417645572"
"3032","2005302","RU","Разлив","Razliv","60.0788781","29.9681926","762",,,"78","0","1","0","2021-03-25 13:19:00","0","N","8487172892"
"3033","2005303","RU","Доронинская","Doroninskaya","56.9534193","35.8963837","82",,"+03:00","69","0","1","0","2021-03-25 13:18:58","0","N","619378871"
"3035","2005305","RU","Ольгино","Olgino","59.9957572","30.13043","1260",,,"78","0","1","0","2021-03-25 13:19:00","0","N","8487054453"
"3036","2005306","RU","Шапки","Shapki","59.5912665","31.1677521","1199",,"+03:00","47","0","1","0","2021-03-25 13:18:53","0","N","1002471313"
"3037","2005307","RU","Соколов.Ручей","Sokolov Ruchey","59.4040152","31.1504212","1199",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","266687977"
"3039","2005309","RU","Металлострой","Metallostroy","59.7885972","30.5386476","1372",,,"78","1","1","0","2021-03-25 13:18:45","1","N","2012751829"
"3040","2005310","RU","Кавголово","Kavgolovo","60.1724411","30.5253169","724",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","357076693"
"3041","2005311","RU","Пригородная","Prigorodnaya","60.7521439","28.6502164","207",,"+03:00","47","0","1","0","2021-03-25 13:18:45","0","N","293905407"
"3045","2005315","RU","Воздух-Парк","Vozduh-Park","59.8907756","30.3456881","37","ZZZ","+03:00","78","0","0","0","2021-03-25 13:18:48","0","N","4178587643"
"3046","2005316","RU","Пост Ковалево","Post Kovalevo","59.980289","30.5491428","21447",,,"78","0","1","0","2021-03-25 13:19:01","0","N","272368203"
"3048","2005318","RU","Ост.Пункт 115 Км, Октябрьская, Ленинградская Область, Россия, 2005318","Ost.Punkt 115 Km","59.9098483","32.1767735","293",,"+03:00","47","0","1","0","2021-03-25 13:18:55","0","N","233114464"
"3049","2005319","RU","Партизанская, Октябрьская, Ленинградская Область, Россия, 2005319","Partizanskaya","58.8498359","29.8905004","780",,"+03:00","47","0","0","0","2021-03-25 13:18:47","0","N","7398385618"
"3050","2005320","RU","Покровка, Октябрьская, Московская Область, Россия, 2005320","Pokrovka","56.2372022","36.830547","674",,"+03:00","50","0","1","0","2021-03-25 13:19:24","0","N","2000351189"
"3051","2005321","RU","Ост.Пункт 47 Км, Октябрьская, Ленинградская Область, Россия, 2005321","Ost.Punkt 47 Km","60.3380661","30.4145929","724",,"+03:00","47","0","1","0","2021-03-25 13:18:57","0","N","357076697"
"3052","2005322","RU","Советский, Октябрьская, Ленинградская Область, Россия, 2005322","Sovetskiy","60.5285769","28.6901263","207",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","65005973"
"3055","2005325","RU","Корнево","Kornevo","60.0550398","30.7446921","21447",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","69051108"
"3056","2005326","RU","Сенеж","Senezh","56.2065488","36.9346672","822",,"+03:00","50","0","1","0","2021-03-25 13:19:00","0","N","2000351190"
"3057","2005328","RU","Кархусуо","Karhusuo","60.68166733","28.88238716","207",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0",NULL,NULL
"3058","2005329","RU","Лесной","Lesnoy","66.6395559","32.7480131","1011",,"+03:00","51","0","1","0","2021-03-25 13:19:21","0","N","276760992"
"3059","2005330","RU","Солнечное","Solnechnoe","60.158476","29.942913","762",,,"78","0","1","0","2021-03-25 13:19:00","0","N","5744507215"
"3061","2005332","RU","Яппиля","Yappilya","60.2225585","29.1826703","713",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","937255867"
"3062","2005333","RU","Лебедевка","Lebedevka","60.6277847","28.95621","207",,"+03:00","47","0","1","0","2021-03-25 13:18:59","0","N","5748002707"
"3063","2005334","RU","Мяглово","Myaglovo","59.8972477","30.6113029","21447",,"+03:00","47","0","1","0","2021-03-25 13:19:00","0","N","423135589"
"3064","2005335","RU","Лахта","Lahta","59.9945587","30.152521","1260",,,"78","0","1","0","2021-03-25 13:18:45","0","N","5741082687"
"3065","2005336","RU","Щеглово","Shcheglovo","60.0175405","30.7477253","21447",,"+03:00","47","0","1","0","2021-03-25 13:19:01","0","N","96788984"
"3068","2005339","RU","Озерки, Октябрьская, Санкт-Петербург, Россия, 2005339","Ozerki","60.039164","30.3016813","37","ZZZ","+03:00","78","0","1","0","2021-03-25 13:19:00","0","N","21751960"
"3069","2005340","RU","Комарово, Октябрьская, Санкт-Петербург, Россия, 2005340","Komarovo","60.1845619","29.80904","21417",,,"78","0","1","0","2021-03-25 13:18:59","0","N","1862930371"
"3070","2005342","RU","Локотцы","Lokottsie","57.1684987","35.3880955","1200",,"+03:00","69","0","1","0","2021-03-25 13:18:59","0","N","999069499"
"3071","2005343","RU","Плесозеро","Plesozero","67.2420903","32.4276048","1011",,"+03:00","51","0","1","0","2021-03-25 13:19:00","0","N","1421752670"
"3072","2005344","RU","Болотницкая","Bolotnitskaya","59.382895","31.1905768","1199",,"+03:00","47","0","0","0","2021-03-25 13:18:47","0","N","266687998"
